depth_m	modeled_coefficient_extinction
0	0
1	0.0945801908017805
2	0.0911534049725663
3	0.0877276226925597
4	0.0843087013983307
5	0.0809075410539855
6	0.0775391279424302
7	0.0742216088230256
8	0.0709754006362576
9	0.0678223419585959
10	0.0647848930440545
11	0.0618853915531474
12	0.0591453709888117
13	0.0565849484608516
14	0.0542222877172947
15	0.052073142449021
16	0.0501504837320583
17	0.0484642141620908
18	0.0470209698018262
19	0.0458240095489848
20	0.0448731899861345
21	0.0441650222380565
22	0.0436928058809729
23	0.0434468335612016
24	0.0434146587261218
25	0.043581417780437
26	0.0439301970841184
27	0.0444424345274587
28	0.0450983449703817
29	0.0458773586277583
30	0.0467585615243214
31	0.0477211274292406
32	0.0487447312029876
33	0.0498099342332498
34	0.0508985335820459
35	0.0519938675879304
36	0.053081071935905
37	0.0541472815906642
38	0.0551817754508164
39	0.056176062085887
40	0.0571239064267341
41	0.0580212987562389
42	0.058866368754986
43	0.0596592486624056
44	0.0604018907868049
45	0.0610978456111754
46	0.0617520075730901
47	0.0623703362290605
48	0.0629595609343295
49	0.0635268773717121
50	0.0640796442470686
51	0.0646250882390757
52	0.0651700248574782
53	0.0657206022423044
54	0.0662820741466213
55	0.066858607411195
56	0.0674531281883581
57	0.0680672100342077
58	0.0687010057946889
59	0.0693532239946072
60	0.0700211492316263
61	0.070700704911548
62	0.0713865555665229
63	0.0720722450018587
64	0.0727503656441142
65	0.0734127537338198
66	0.0740507044368562
67	0.0746552005510278
68	0.0752171482656869
69	0.0757276133943981
70	0.0761780516407215
71	0.0765605267676257
72	0.0768679110097256
73	0.0770940626783804
74	0.0772339766430317
75	0.0772839042053895
76	0.0772414397913817
77	0.0771055728427052
78	0.0768767042682022
79	0.076556627787872
80	0.0761484774425996
81	0.0756566434255754
82	0.0750866591938766
83	0.0744450635205256
84	0.0737392417314392
85	0.0729772508246013
86	0.0721676334809838
87	0.0713192261428606
88	0.0704409663539519
89	0.0695417044303013
90	0.0686300242678416
91	0.0677140777029263
92	0.0668014363396689
93	0.0658989641596698
94	0.0650127135548245
95	0.0641478466934339
96	0.063308583365851
97	0.062498175681064
98	0.0617189092222834
99	0.060972129539395
100	0.060258292179211
101	0.0595770338489844
102	0.0589272617903025
103	0.0583072580221657
104	0.0577147948032733
105	0.0571472574706166
106	0.0566017707370241
107	0.0560753245734253
108	0.0555648959580303
109	0.0550675630367373
110	0.0545806085963084
111	0.0541016101910445
112	0.0536285147695317
113	0.0531596962034443
114	0.0526939947073285
115	0.0522307377380122
116	0.051769742556079
117	0.0513113012016558
118	0.0508561491655378
119	0.0504054195090379
120	0.0499605845885626
121	0.0495233878628781
122	0.0490957684941551
123	0.0486797815928796
124	0.0482775169994786
125	0.0478910194427878
126	0.0475222127713064
127	0.0471728307240766
128	0.0468443564035367
129	0.0465379722441419
130	0.0462545218516226
131	0.0459944846331632
132	0.0457579636644352
133	0.045544686761584
134	0.0453540202610472
135	0.0451849945730567
136	0.0450363401804559
137	0.044906532415639
138	0.0447938430763764
139	0.0446963967443565
140	0.0446122295547331
141	0.0445393481341413
142	0.0444757864790281
143	0.0444196586833786
144	0.0443692056398174
145	0.0443228341229653
146	0.0442791470083623
147	0.0442369637723751
148	0.0441953308437937
149	0.0441535218215376
150	0.0441110280183097
151	0.0440675402212538
152	0.0440229229607113
153	0.043977182931632
154	0.0439304335038108
155	0.0438828574738375
156	0.0438346703410926
157	0.0437860864231101
158	0.043737290053655
159	0.0436884139249383
160	0.0436395263395407
161	0.0435906387541427
162	0.0435417511687439
163	0.0434928635833436
164	0.043443975997945
165	0.0433950884125467
166	0.0433462008271469
167	0.0432973132417487
168	0.0432484256563515
169	0.0431995380709531
170	0.0431506504855527
171	0.0431017629001544
172	0.0430528753147581
173	0.0430039877293597
174	0.0429551001439618
175	0.0429062125585617
176	0.0428573249731631
177	0.0428084373877629
178	0.0427595498023649
179	0.0427106622169707
180	0.0426617746315683
181	0.0426128870461697
182	0.0425639994607725
183	0.0425151118753734
184	0.042466224289978
185	0.0424173367045766
186	0.0423684491191799
187	0.0423195615337802
188	0.042270673948382
189	0.0422217863629827
190	0.0421728987775824
191	0.0421240111921861
192	0.0420751236067877
193	0.0420262360213873
194	0.0419773484359903
195	0.04192846085059
196	0.0418795732651933
197	0.041830685679792
198	0.0417817980943959
199	0.0417329105089936
200	0.041684022923598
201	0.0416351353381986
202	0.041586247752799
203	0.0415373601674006
204	0.0414884725819984
205	0.0414395849966043
206	0.0413906974112037
207	0.0413418098258068
208	0.0412929222404104
209	0.0412440346550107
210	0.0411951470696101
211	0.0411462594842145
212	0.0410973718988185
213	0.0410484843134148
214	0.0409995967280187
215	0.0409507091426183
216	0.0409018215572215
217	0.0408529339718227
218	0.0408040463864268
219	0.0407551588010254
220	0.0407062712156233
221	0.0406573836302242
222	0.0406084960448322
223	0.0405596084594348
224	0.0405107208740312
225	0.0404618332886312
226	0.0404129457032416
227	0.0403640581178326
228	0.0403151705324354
229	0.0402662829470393
230	0.0402173953616455
231	0.0401685077762407
232	0.0401196201908468
233	0.0400707326054477
234	0.0400218450200451
235	0.0399729574346522
236	0.0399240698492506
237	0.0398751822638476
238	0.0398262946784494
239	0.0397774070930542
240	0.0397285195076548
241	0.0396796319222533
242	0.0396307443368622
243	0.0395818567514568
244	0.0395329691660616
245	0.0394840815806646
246	0.0394351939952653
247	0.0393863064098688
248	0.0393374188244713
249	0.0392885312390737
250	0.0392396436536719
251	0.0391907560682691
252	0.0391418684828743
253	0.039092980897485
254	0.0390440933120758
255	0.0389952057266751
256	0.0389463181412849
257	0.0388974305558842
258	0.0388485429704815
259	0.0387996553850776
260	0.0387507677996784
261	0.038701880214287
262	0.0386529926288796
263	0.0386041050434932
264	0.0385552174580889
265	0.0385063298726918
266	0.0384574422872981
267	0.0384085547018866
268	0.038359667116511
269	0.0383107795311008
270	0.0382618919457025
271	0.0382130043603008
272	0.0381641167749054
273	0.0381152291895058
274	0.0380663416041131
275	0.0380174540187029
276	0.0379685664333105
277	0.037919678847917
278	0.0378707912625126
279	0.0378219036771077
280	0.0377730160917166
281	0.0377241285063195
282	0.0376752409209207
283	0.0376263533355224
284	0.0375774657501252
285	0.0375285781647268
286	0.0374796905793274
287	0.03743080299392
288	0.0373819154085249
289	0.0373330278231295
290	0.0372841402377229
291	0.0372352526523361
292	0.0371863650669316
293	0.0371374774815363
294	0.0370885898961391
295	0.0370397023107528
296	0.0369908147253452
297	0.0369419271399531
298	0.0368930395545478
299	0.0368441519691428
300	0.0367952643837401
301	0.0367463767983487
302	0.0366974892129408
303	0.0366486016275467
304	0.0365997140421658
305	0.036550826456773
306	0.0365019388713665
307	0.0364530512859537
308	0.036404163700564
309	0.036355276115162
310	0.0363063885297675
311	0.0362575009443595
312	0.0362086133589593
313	0.0361597257735654
314	0.0361108381881703
315	0.0360619506027761
316	0.0360130630173608
317	0.0359641754319621
318	0.0359152878465817
319	0.0358664002611815
320	0.0358175126757733
321	0.0357686250903756
322	0.0357197375049735
323	0.0356708499195733
324	0.035621962334185
325	0.0355730747487945
326	0.0355241871633862
327	0.0354752995779883
328	0.0354264119925958
329	0.0353775244071866
330	0.035328636821792
331	0.0352797492364003
332	0.0352308616509912
333	0.035181974065585
334	0.0351330864802121
335	0.0350841988947956
336	0.0350353113094141
337	0.0349864237240017
338	0.0349375361385867
339	0.0348886485532082
340	0.0348397609678159
341	0.0347908733824026
342	0.0347419857970127
343	0.034693098211623
344	0.0346442106262223
345	0.0345953230408185
346	0.0345464354554176
347	0.0344975478700418
348	0.0344486602846297
349	0.0343997726992463
350	0.0343508851138314
351	0.0343019975284306
352	0.0342531099430344
353	0.0342042223576487
354	0.0341553347722398
355	0.0341064471868098
356	0.0340575596014457
357	0.0340086720160356
358	0.0339597844306372
359	0.0339108968452538
360	0.0338620092598589
361	0.0338131216744498
362	0.0337642340890564
363	0.033715346503645
364	0.0336664589182404
365	0.0336175713328082
366	0.0335686837474732
367	0.0335197961620467
368	0.0334709085766721
369	0.033422020991265
370	0.0333731334058932
371	0.0333242458204295
372	0.0332753582350689
373	0.0332264706496587
374	0.0331775830642435
375	0.033128695478884
376	0.0330798078934726
377	0.033030920308104
378	0.0329820327226666
379	0.0329331451372816
380	0.0328842575518818
381	0.0328353699664573
382	0.032786482381079
383	0.0327375947956935
384	0.0326887072103285
385	0.0326398196248618
386	0.0325909320394846
387	0.0325420444540837
388	0.0324931568686743
389	0.0324442692833065
390	0.0323953816979127
391	0.0323464941124632
392	0.0322976065271106
393	0.0322487189417151
394	0.0321998313562784
395	0.0321509437708831
396	0.0321020561854731
397	0.0320531686000679
398	0.0320042810146897
399	0.0319553934293113
400	0.0319065058439181
401	0.0319065058439181
402	0.0319065058439181
403	0.0319065058439181
404	0.0319065058439181
405	0.0319065058439181
406	0.0319065058439181
407	0.0319065058439181
408	0.0319065058439181
409	0.0319065058439181
410	0.0319065058439181
411	0.0319065058439181
412	0.0319065058439181
413	0.0319065058439181
414	0.0319065058439181
415	0.0319065058439181
416	0.0319065058439181
417	0.0319065058439181
418	0.0319065058439181
419	0.0319065058439181
420	0.0319065058439181
421	0.0319065058439181
422	0.0319065058439181
423	0.0319065058439181
424	0.0319065058439181
425	0.0319065058439181
426	0.0319065058439181
427	0.0319065058439181
428	0.0319065058439181
429	0.0319065058439181
430	0.0319065058439181
431	0.0319065058439181
432	0.0319065058439181
433	0.0319065058439181
434	0.0319065058439181
435	0.0319065058439181
436	0.0319065058439181
437	0.0319065058439181
438	0.0319065058439181
439	0.0319065058439181
440	0.0319065058439181
441	0.0319065058439181
442	0.0319065058439181
443	0.0319065058439181
444	0.0319065058439181
445	0.0319065058439181
446	0.0319065058439181
447	0.0319065058439181
448	0.0319065058439181
449	0.0319065058439181
450	0.0319065058439181
451	0.0319065058439181
452	0.0319065058439181
453	0.0319065058439181
454	0.0319065058439181
455	0.0319065058439181
456	0.0319065058439181
457	0.0319065058439181
458	0.0319065058439181
459	0.0319065058439181
460	0.0319065058439181
461	0.0319065058439181
462	0.0319065058439181
463	0.0319065058439181
464	0.0319065058439181
465	0.0319065058439181
466	0.0319065058439181
467	0.0319065058439181
468	0.0319065058439181
469	0.0319065058439181
470	0.0319065058439181
471	0.0319065058439181
472	0.0319065058439181
473	0.0319065058439181
474	0.0319065058439181
475	0.0319065058439181
476	0.0319065058439181
477	0.0319065058439181
478	0.0319065058439181
479	0.0319065058439181
480	0.0319065058439181
481	0.0319065058439181
482	0.0319065058439181
483	0.0319065058439181
484	0.0319065058439181
485	0.0319065058439181
486	0.0319065058439181
487	0.0319065058439181
488	0.0319065058439181
489	0.0319065058439181
490	0.0319065058439181
491	0.0319065058439181
492	0.0319065058439181
493	0.0319065058439181
494	0.0319065058439181
495	0.0319065058439181
496	0.0319065058439181
497	0.0319065058439181
498	0.0319065058439181
499	0.0319065058439181
500	0.0319065058439181
501	0.0319065058439181
502	0.0319065058439181
503	0.0319065058439181
504	0.0319065058439181
505	0.0319065058439181
506	0.0319065058439181
507	0.0319065058439181
508	0.0319065058439181
509	0.0319065058439181
510	0.0319065058439181
511	0.0319065058439181
512	0.0319065058439181
513	0.0319065058439181
514	0.0319065058439181
515	0.0319065058439181
516	0.0319065058439181
517	0.0319065058439181
518	0.0319065058439181
519	0.0319065058439181
520	0.0319065058439181
521	0.0319065058439181
522	0.0319065058439181
523	0.0319065058439181
524	0.0319065058439181
525	0.0319065058439181
526	0.0319065058439181
527	0.0319065058439181
528	0.0319065058439181
529	0.0319065058439181
530	0.0319065058439181
531	0.0319065058439181
532	0.0319065058439181
533	0.0319065058439181
534	0.0319065058439181
535	0.0319065058439181
536	0.0319065058439181
537	0.0319065058439181
538	0.0319065058439181
539	0.0319065058439181
540	0.0319065058439181
541	0.0319065058439181
542	0.0319065058439181
543	0.0319065058439181
544	0.0319065058439181
545	0.0319065058439181
546	0.0319065058439181
547	0.0319065058439181
548	0.0319065058439181
549	0.0319065058439181
550	0.0319065058439181
551	0.0319065058439181
552	0.0319065058439181
553	0.0319065058439181
554	0.0319065058439181
555	0.0319065058439181
556	0.0319065058439181
557	0.0319065058439181
558	0.0319065058439181
559	0.0319065058439181
560	0.0319065058439181
561	0.0319065058439181
562	0.0319065058439181
563	0.0319065058439181
564	0.0319065058439181
565	0.0319065058439181
566	0.0319065058439181
567	0.0319065058439181
568	0.0319065058439181
569	0.0319065058439181
570	0.0319065058439181
571	0.0319065058439181
572	0.0319065058439181
573	0.0319065058439181
574	0.0319065058439181
575	0.0319065058439181
576	0.0319065058439181
577	0.0319065058439181
578	0.0319065058439181
579	0.0319065058439181
580	0.0319065058439181
581	0.0319065058439181
582	0.0319065058439181
583	0.0319065058439181
584	0.0319065058439181
585	0.0319065058439181
586	0.0319065058439181
587	0.0319065058439181
588	0.0319065058439181
589	0.0319065058439181
590	0.0319065058439181
591	0.0319065058439181
592	0.0319065058439181
593	0.0319065058439181
594	0.0319065058439181
595	0.0319065058439181
596	0.0319065058439181
597	0.0319065058439181
598	0.0319065058439181
599	0.0319065058439181
600	0.0319065058439181
